PassengerId,Survived,Pclass,Sex,Age,SibSp,Parch,Fare,Embarked
67,1,2,0,0.35913546117114853,0,0,0.020494635090094415,2
68,0,3,1,0.2334757476752953,0,0,0.015923941091001644,2
69,1,3,0,0.20834380497612465,4,2,0.015468569817999833,2
70,0,3,1,0.32143754712239253,2,0,0.016908073949327893,2
71,0,2,1,0.39683337521990447,0,0,0.020494635090094415,2
72,0,3,0,0.19577783362653933,5,2,0.09154270340242172,2
73,0,2,1,0.2586076903744659,0,0,0.1434624456306609,2
74,0,3,1,0.32143754712239253,1,0,0.028212719478023115,0
75,1,3,1,0.39683337521990447,0,0,0.11027245763075773,2
76,0,3,1,0.3088715757728072,0,0,0.014931805565640218,2
77,0,3,1,0.34656948982156316,0,0,0.015411575213749286,2
78,0,3,1,0.34656948982156316,0,0,0.015712553569072387,2
79,1,2,1,0.005152048253329982,0,2,0.056604230248832196,2
80,1,3,0,0.37170143252073384,0,0,0.024349578357040744,2
81,0,3,1,0.2711736617240512,0,0,0.017566830077223785,2
82,1,3,1,0.35913546117114853,0,0,0.018542765081513996,2
83,1,3,0,0.34656948982156316,0,0,0.015200187691820024,1
84,0,1,1,0.34656948982156316,0,0,0.09193307740413781,2
85,1,2,0,0.20834380497612465,0,0,0.020494635090094415,2
86,1,3,0,0.4093993465694898,3,0,0.030937139635999665,2
87,0,3,1,0.19577783362653933,1,3,0.06709553154495196,2
88,0,3,1,0.34656948982156316,0,0,0.015712553569072387,2
89,1,1,0,0.2837396330736366,3,2,0.5133418122566507,2
90,0,3,1,0.2963056044232219,0,0,0.015712553569072387,2
91,0,3,1,0.35913546117114853,0,0,0.015712553569072387,2
92,0,3,1,0.24604171902488062,0,0,0.015330377421392339,2
93,0,1,1,0.5727569741140991,1,0,0.11940564777490723,2
94,0,3,1,0.32143754712239253,1,2,0.04015972542654215,2
95,0,3,1,0.7361146016587082,0,0,0.014151057562208049,2
96,0,3,1,0.34656948982156316,0,0,0.015712553569072387,2
97,0,1,1,0.8869062578537321,0,0,0.06764049365134761,0
98,1,1,1,0.2837396330736366,0,1,0.12366716556464086,0
99,1,2,0,0.4219653179190751,0,1,0.044893010197349675,2
100,0,2,1,0.4219653179190751,1,0,0.050748620223090936,2
101,0,3,0,0.34656948982156316,0,0,0.015411575213749286,2
102,0,3,1,0.34656948982156316,0,0,0.015411575213749286,2
103,0,1,1,0.2586076903744659,0,1,0.15085515328815924,2
104,0,3,1,0.4093993465694898,0,0,0.016891873428256675,2
105,0,3,1,0.4596632319678311,2,0,0.015468569817999833,2
106,0,3,1,0.34656948982156316,0,0,0.015411575213749286,2
107,1,3,0,0.2586076903744659,0,0,0.014931805565640218,2
108,1,3,1,0.34656948982156316,0,0,0.015175789316712771,2
109,0,3,1,0.4722292033174164,0,0,0.015411575213749286,2
110,1,3,0,0.34656948982156316,1,0,0.04713766070721715,1
111,0,1,1,0.5853229454636844,0,0,0.10149724044618187,2
112,0,3,0,0.17692887660216136,1,0,0.028212719478023115,0
113,0,3,1,0.2711736617240512,0,0,0.015712553569072387,2
114,0,3,0,0.24604171902488062,1,0,0.019177122834302632,2
115,0,3,0,0.20834380497612465,0,0,0.028220722145058292,0
116,0,3,1,0.2586076903744659,0,0,0.015468569817999833,2
117,0,3,1,0.8806232721789394,0,0,0.015126992566498259,1
118,0,2,1,0.35913546117114853,1,0,0.04098927018018883,2
119,0,1,1,0.2963056044232219,0,1,0.4831284260198326,0
120,0,3,0,0.01985423473234481,4,2,0.06104473451835265,2
121,0,2,1,0.2586076903744659,2,0,0.1434624456306609,2
122,0,3,1,0.34656948982156316,0,0,0.015712553569072387,2
123,0,2,1,0.40311636089469716,1,0,0.058694292654020104,0
124,1,2,0,0.40311636089469716,0,0,0.025374310111545468,2
125,0,1,1,0.6732847449107816,0,1,0.15085515328815924,2
126,1,3,1,0.14551394822819805,1,0,0.021942337075458514,0
127,0,3,1,0.34656948982156316,0,0,0.015126992566498259,1
128,1,3,1,0.2963056044232219,0,0,0.01393967004027879,2
129,1,3,0,0.34656948982156316,1,1,0.04364049521284362,0
130,0,3,1,0.5601910027645137,0,0,0.013614293309848433,2
131,0,3,1,0.4093993465694898,0,0,0.015411575213749286,0
132,0,3,1,0.24604171902488062,0,0,0.013760683560491965,2
133,0,3,0,0.5853229454636844,1,0,0.028302115124416098,2
134,1,2,0,0.35913546117114853,1,0,0.050748620223090936,2
135,0,2,1,0.3088715757728072,0,0,0.025374310111545468,2
136,0,2,1,0.2837396330736366,0,0,0.02936744577509929,0
137,1,1,0,0.2334757476752953,0,2,0.051301584996521765,2
138,0,1,1,0.4596632319678311,1,0,0.10364429745562033,2
139,0,3,1,0.19577783362653933,0,0,0.01798980030808316,2
140,0,1,1,0.2963056044232219,0,0,0.15458810467956932,0
141,0,3,0,0.34656948982156316,0,2,0.029757819776815374,0
142,1,3,0,0.2711736617240512,0,0,0.015126992566498259,2
143,1,3,0,0.2963056044232219,1,0,0.030937139635999665,2
144,0,3,1,0.2334757476752953,0,0,0.013175122557917838,1
145,0,2,1,0.22090977632571,0,0,0.022446505098674838,2
146,0,2,1,0.2334757476752953,1,1,0.07173122281533045,2
147,1,3,1,0.33400351847197784,0,0,0.015216388212891242,2
148,0,3,0,0.10781603417944208,2,2,0.06709553154495196,2
149,0,2,1,0.4533802462930384,0,2,0.050748620223090936,2
150,0,2,1,0.5224930887157577,0,0,0.025374310111545468,2
151,0,2,1,0.6355868308620256,0,0,0.02444717185746977,2
152,1,1,0,0.2711736617240512,1,0,0.12999454257145598,2
153,0,3,1,0.6921337019351597,0,0,0.015712553569072387,2
154,0,3,1,0.5036441316913798,0,2,0.028302115124416098,2
155,0,3,1,0.34656948982156316,0,0,0.014273049437744325,2
156,0,1,1,0.6355868308620256,0,1,0.11980421963065935,0
157,1,3,0,0.19577783362653933,0,0,0.015094396337354966,1
158,0,3,1,0.37170143252073384,0,0,0.015712553569072387,2
159,0,3,1,0.34656948982156316,0,0,0.016908073949327893,2
160,0,3,1,0.34656948982156316,8,2,0.13575255909676825,2
161,0,3,1,0.5476250314149284,0,1,0.031425107138144774,2
162,1,2,0,0.49736114601658704,0,0,0.030741952635141623,2
163,0,3,1,0.32143754712239253,0,0,0.015175789316712771,2
164,0,3,1,0.20834380497612465,0,0,0.016908073949327893,2
165,0,3,1,0.007288263382759488,4,1,0.07746484096553544,2
166,1,3,1,0.10781603417944208,0,2,0.04006213192611313,2
167,1,1,0,0.34656948982156316,0,1,0.10735285047192313,2
168,0,3,0,0.5601910027645137,1,4,0.05445717323939373,2
169,0,1,1,0.34656948982156316,0,0,0.050602229972447406,2
170,0,3,1,0.34656948982156316,0,0,0.11027245763075773,2
171,0,1,1,0.7612465443578789,0,0,0.06538764528744409,2
172,0,3,1,0.04498617743151546,4,1,0.05684821399990475,1
173,1,3,0,0.007288263382759488,1,1,0.021730754366528396,2
174,0,3,1,0.2586076903744659,0,0,0.015468569817999833,2
175,0,1,1,0.6984166876099522,0,0,0.05991421140938287,0
176,0,3,1,0.22090977632571,1,1,0.015330377421392339,2
177,0,3,1,0.34656948982156316,3,1,0.049707687947515,2
178,0,1,0,0.6230208595124404,0,0,0.05604306762136532,0
179,0,2,1,0.37170143252073384,0,0,0.025374310111545468,2
180,0,3,1,0.4470972606182458,0,0,0.0,2
181,0,3,0,0.34656948982156316,8,2,0.13575255909676825,2
182,0,2,1,0.34656948982156316,0,0,0.02937564362913533,0
183,0,3,1,0.10781603417944208,4,2,0.06126431989431795,2
184,1,2,1,0.007288263382759488,2,1,0.07612293033463641,2
185,1,3,0,0.04498617743151546,0,2,0.04298993693898376,2
186,0,1,1,0.34656948982156316,0,0,0.09759350042902103,2
187,1,3,0,0.34656948982156316,1,0,0.030253985132996517,1
188,1,1,1,0.5601910027645137,0,0,0.051822148727810165,2
189,0,3,1,0.49736114601658704,1,1,0.030253985132996517,1
190,0,3,1,0.4470972606182458,0,0,0.015411575213749286,2
191,1,2,0,0.39683337521990447,0,0,0.025374310111545468,2
192,0,2,1,0.2334757476752953,0,0,0.025374310111545468,2
193,1,3,0,0.2334757476752953,1,0,0.015330377421392339,2
194,1,2,1,0.032420206081930136,1,1,0.050748620223090936,2
195,1,1,0,0.5476250314149284,0,0,0.05410739813385612,0
196,1,1,0,0.723548630309123,0,0,0.2859895551532101,0
197,0,3,1,0.34656948982156316,0,0,0.015126992566498259,1
198,0,3,1,0.5224930887157577,0,1,0.01640390592611157,2
199,1,3,0,0.34656948982156316,0,0,0.015126992566498259,1
200,0,2,0,0.2963056044232219,0,0,0.025374310111545468,2
201,0,3,1,0.34656948982156316,0,0,0.018542765081513996,2
202,0,3,1,0.34656948982156316,8,2,0.13575255909676825,2
203,0,3,1,0.4219653179190751,0,0,0.012678957201736696,2
204,0,3,1,0.5664739884393064,0,0,0.014102260811993537,0
205,1,3,1,0.22090977632571,0,0,0.015712553569072387,2
206,0,3,0,0.01985423473234481,0,1,0.02042143996477265,2
207,0,3,1,0.39683337521990447,1,0,0.030937139635999665,2
208,1,3,1,0.32143754712239253,0,0,0.036670757786204655,0
209,1,3,0,0.19577783362653933,0,0,0.015126992566498259,1
210,1,1,1,0.49736114601658704,0,0,0.060507970265993034,0
211,0,3,1,0.2963056044232219,0,0,0.013760683560491965,2
212,1,2,0,0.4345312892686604,0,0,0.04098927018018883,2
213,0,3,1,0.2711736617240512,0,0,0.014151057562208049,2
214,0,2,1,0.37170143252073384,0,0,0.025374310111545468,2
215,0,3,1,0.34656948982156316,1,0,0.015126992566498259,1
216,1,1,0,0.38426740387031916,1,0,0.22109807522194713,0
217,1,3,0,0.33400351847197784,0,0,0.015468569817999833,2
218,0,2,1,0.5224930887157577,1,0,0.05270049023167135,2
219,1,1,0,0.39683337521990447,0,0,0.14891148113361488,0
220,0,2,1,0.37170143252073384,0,0,0.020494635090094415,2
221,1,3,1,0.19577783362653933,0,0,0.015712553569072387,2
222,0,2,1,0.33400351847197784,0,0,0.025374310111545468,2
223,0,3,1,0.6355868308620256,0,0,0.015712553569072387,2
224,0,3,1,0.34656948982156316,0,0,0.015411575213749286,2
225,1,1,1,0.4722292033174164,1,0,0.17566830077223786,2
226,0,3,1,0.2711736617240512,0,0,0.018249984580226933,2
227,1,2,1,0.2334757476752953,0,0,0.020494635090094415,2
228,0,3,1,0.2523247046996733,0,0,0.014151057562208049,2
229,0,2,1,0.22090977632571,0,0,0.025374310111545468,2
230,0,3,0,0.34656948982156316,3,1,0.049707687947515,2
231,1,1,0,0.4345312892686604,1,0,0.16293234896625058,2
232,0,3,1,0.35913546117114853,0,0,0.015175789316712771,2
233,0,2,1,0.7361146016587082,0,0,0.026350245115835676,2
234,1,3,0,0.05755214878110078,4,2,0.06126431989431795,2
235,0,2,1,0.2963056044232219,0,0,0.020494635090094415,2
236,0,3,0,0.34656948982156316,0,0,0.014736618564782174,2
237,0,2,1,0.5476250314149284,1,0,0.050748620223090936,2
238,1,2,0,0.09525006282985675,0,2,0.05123658772523604,2
239,0,2,1,0.2334757476752953,0,0,0.020494635090094415,2
240,0,2,1,0.4093993465694898,0,0,0.023959204355324663,2
241,0,3,0,0.34656948982156316,1,0,0.028212719478023115,0
242,1,3,0,0.34656948982156316,1,0,0.030253985132996517,1
243,0,2,1,0.35913546117114853,0,0,0.020494635090094415,2
244,0,3,1,0.2711736617240512,0,0,0.013907073811135496,2
245,0,3,1,0.37170143252073384,0,0,0.014102260811993537,0
246,0,1,1,0.5476250314149284,2,0,0.17566830077223786,1
247,0,3,0,0.3088715757728072,0,0,0.015175789316712771,2
248,1,2,0,0.2963056044232219,0,2,0.028302115124416098,2
249,1,1,1,0.4596632319678311,1,1,0.10257896680493714,2
250,0,2,1,0.6732847449107816,1,0,0.050748620223090936,2
251,0,3,1,0.34656948982156316,0,0,0.014151057562208049,2
252,0,3,0,0.35913546117114853,1,1,0.02042143996477265,2
253,0,1,1,0.7738125157074642,0,0,0.051822148727810165,2
254,0,3,1,0.37170143252073384,1,0,0.031425107138144774,2
255,0,3,0,0.5099271173661725,0,2,0.039452172548431745,2
256,1,3,0,0.35913546117114853,0,2,0.029757819776815374,0
257,1,1,0,0.34656948982156316,0,0,0.15458810467956932,0
258,1,1,0,0.37170143252073384,0,0,0.16883675574220638,2
259,1,1,0,0.4345312892686604,0,0,1.0,0
260,1,2,0,0.6230208595124404,0,1,0.050748620223090936,2
261,0,3,1,0.34656948982156316,0,0,0.015126992566498259,1
262,1,3,1,0.032420206081930136,4,2,0.06126431989431795,2
263,0,1,1,0.648152802211611,1,1,0.1554664461834305,2
264,0,1,1,0.49736114601658704,0,0,0.0,2
265,0,3,0,0.34656948982156316,0,0,0.015126992566498259,1
266,0,2,1,0.4470972606182458,0,0,0.020494635090094415,2
267,0,3,1,0.19577783362653933,4,1,0.07746484096553544,2
268,1,3,1,0.3088715757728072,1,0,0.015175789316712771,2
269,1,1,0,0.723548630309123,0,1,0.2995388511917728,2
270,1,1,0,0.4345312892686604,0,0,0.2647385704347907,2
271,0,1,1,0.34656948982156316,0,0,0.060507970265993034,2
272,1,3,1,0.3088715757728072,0,0,0.0,2
273,1,2,0,0.5099271173661725,0,1,0.038061465167318204,2
274,0,1,1,0.4596632319678311,0,1,0.057970539254838485,0
275,1,3,0,0.34656948982156316,0,0,0.015126992566498259,1
276,1,1,0,0.7863784870570495,1,0,0.15216446768991498,2
277,0,3,0,0.5601910027645137,0,0,0.015126992566498259,2
278,0,2,1,0.34656948982156316,0,0,0.0,2
279,0,3,1,0.08268409148027142,4,1,0.05684821399990475,1
280,1,3,0,0.4345312892686604,1,1,0.03952536767375352,2
281,0,3,1,0.8115104297562202,0,0,0.015126992566498259,1
282,0,3,1,0.34656948982156316,0,0,0.015330377421392339,2
283,0,3,1,0.19577783362653933,0,0,0.018542765081513996,2
284,1,3,1,0.2334757476752953,0,0,0.015712553569072387,2
285,0,1,1,0.34656948982156316,0,0,0.050748620223090936,2
286,0,3,1,0.4093993465694898,0,0,0.016908073949327893,0
287,1,3,1,0.37170143252073384,0,0,0.018542765081513996,2
288,0,3,1,0.2711736617240512,0,0,0.015411575213749286,2
289,1,2,1,0.5224930887157577,0,0,0.025374310111545468,2
290,1,3,0,0.2711736617240512,0,0,0.015126992566498259,1
291,1,1,0,0.32143754712239253,0,0,0.15390495017656614,2
292,1,1,0,0.2334757476752953,1,0,0.17777475888549785,0
293,0,2,1,0.4470972606182458,0,0,0.025130326360472913,0
294,0,3,0,0.2963056044232219,0,0,0.01727404957593672,2
295,0,3,1,0.2963056044232219,0,0,0.015411575213749286,2
296,0,1,1,0.34656948982156316,0,0,0.05410739813385612,0
297,0,3,1,0.2900226187484292,0,0,0.014110458666029575,0
298,0,1,0,0.01985423473234481,1,2,0.29580589980036276,2
299,1,1,1,0.34656948982156316,0,0,0.05953203526170282,2
300,1,1,0,0.6230208595124404,0,1,0.4831284260198326,0
301,1,3,0,0.34656948982156316,0,0,0.015126992566498259,1
302,1,3,1,0.34656948982156316,2,0,0.04538097769949478,1
303,0,3,1,0.2334757476752953,0,0,0.0,2
304,1,2,0,0.34656948982156316,0,0,0.024105594605968193,1
305,0,3,1,0.34656948982156316,0,0,0.015712553569072387,2
306,1,1,1,0.006282985674792663,1,2,0.29580589980036276,2
307,1,1,0,0.34656948982156316,0,0,0.21642978772242535,0
308,1,1,0,0.20834380497612465,1,0,0.2125586439344078,0
309,0,2,1,0.37170143252073384,1,0,0.04684488020593009,0
310,1,1,0,0.37170143252073384,0,0,0.11111839809247648,0
311,1,1,0,0.2963056044232219,0,0,0.16231419173453318,0
312,1,1,0,0.22090977632571,2,2,0.5121218935012878,0
313,0,2,0,0.32143754712239253,1,1,0.050748620223090936,2
314,0,3,1,0.34656948982156316,0,0,0.015411575213749286,2
315,0,2,1,0.5350590600653431,1,1,0.05123658772523604,2
316,1,3,0,0.32143754712239253,0,0,0.015330377421392339,2
317,1,2,0,0.2963056044232219,1,0,0.050748620223090936,2
318,0,2,1,0.6732847449107816,0,0,0.027326180120125887,2
319,1,1,0,0.38426740387031916,0,2,0.32179836714362564,2
320,1,1,0,0.49736114601658704,1,1,0.2625265161540666,0
321,0,3,1,0.2711736617240512,0,0,0.014151057562208049,2
322,0,3,1,0.33400351847197784,0,0,0.015411575213749286,2
323,1,2,0,0.37170143252073384,0,0,0.024105594605968193,1
324,1,2,0,0.2711736617240512,1,1,0.056604230248832196,2
325,0,3,1,0.34656948982156316,8,2,0.13575255909676825,2
326,1,1,0,0.4470972606182458,0,0,0.2647385704347907,0
327,0,3,1,0.7612465443578789,0,0,0.012174789178520372,2
328,1,2,0,0.4470972606182458,0,0,0.025374310111545468,2
329,1,3,0,0.38426740387031916,1,1,0.04006213192611313,2
330,1,1,0,0.19577783362653933,0,1,0.11316786160148591,0
331,1,3,0,0.34656948982156316,2,0,0.04538097769949478,1
332,0,1,1,0.5664739884393064,0,0,0.055628295244541985,2
333,0,1,1,0.4722292033174164,0,1,0.2995388511917728,2
334,0,3,1,0.19577783362653933,2,0,0.03513366015444757,2
335,1,1,0,0.34656948982156316,1,0,0.2608674266467732,2
336,0,3,1,0.34656948982156316,0,0,0.015411575213749286,2
337,0,1,1,0.35913546117114853,1,0,0.12999454257145598,2
338,1,1,0,0.5099271173661725,0,0,0.2625265161540666,0
339,1,3,1,0.5601910027645137,0,0,0.015712553569072387,2
340,0,1,1,0.5601910027645137,0,0,0.06929138530460494,2
341,1,2,1,0.01985423473234481,1,1,0.050748620223090936,2
342,1,1,0,0.2963056044232219,3,2,0.5133418122566507,2
343,0,2,1,0.34656948982156316,0,0,0.025374310111545468,2
344,0,2,1,0.3088715757728072,0,0,0.025374310111545468,2
345,0,2,1,0.4470972606182458,0,0,0.025374310111545468,2
346,1,2,0,0.2963056044232219,0,0,0.025374310111545468,2
347,1,2,0,0.49736114601658704,0,0,0.025374310111545468,2
348,1,3,0,0.34656948982156316,1,0,0.031425107138144774,2
349,1,3,1,0.032420206081930136,1,1,0.031034733136428686,2
350,0,3,1,0.5224930887157577,0,0,0.016908073949327893,2
351,0,3,1,0.2837396330736366,0,0,0.01800600082915438,2
352,0,1,1,0.34656948982156316,0,0,0.06831545030031472,2
353,0,3,1,0.18321186227695402,1,1,0.014110458666029575,0
354,0,3,1,0.3088715757728072,1,0,0.034743286152731485,2
355,0,3,1,0.34656948982156316,0,0,0.014102260811993537,0
356,0,3,1,0.34656948982156316,0,0,0.018542765081513996,2
357,1,1,0,0.2711736617240512,0,1,0.10735285047192313,2
358,0,2,0,0.4722292033174164,0,0,0.025374310111545468,2
359,1,3,0,0.34656948982156316,0,0,0.01537917417160685,1
360,1,3,0,0.34656948982156316,0,0,0.01537917417160685,1
361,0,3,1,0.49736114601658704,1,4,0.05445717323939373,2
362,0,2,1,0.35913546117114853,1,0,0.05410739813385612,0
363,0,3,0,0.5601910027645137,0,1,0.028212719478023115,0
364,0,3,1,0.4345312892686604,0,0,0.013760683560491965,2
365,0,3,1,0.34656948982156316,1,0,0.030253985132996517,1
366,0,3,1,0.37170143252073384,0,0,0.014151057562208049,2
367,1,1,0,0.7486805730082936,1,0,0.14687821814567664,0
368,1,3,0,0.34656948982156316,0,0,0.014110458666029575,0
369,1,3,0,0.34656948982156316,0,0,0.015126992566498259,1
370,1,1,0,0.2963056044232219,0,0,0.13526459159462315,0
371,1,1,1,0.3088715757728072,1,0,0.1082149914547131,0
372,0,3,1,0.22090977632571,1,0,0.012678957201736696,2
373,0,3,1,0.2334757476752953,0,0,0.015712553569072387,2
374,0,1,1,0.2711736617240512,0,0,0.2647385704347907,0
375,0,3,0,0.032420206081930136,3,1,0.04113566043083236,2
376,1,1,0,0.34656948982156316,1,0,0.16038672010106003,0
377,1,3,0,0.2711736617240512,0,0,0.014151057562208049,2
378,0,1,1,0.33400351847197784,0,2,0.41282050681475896,0
379,0,3,1,0.24604171902488062,0,0,0.007831878409428937,0
380,0,3,1,0.2334757476752953,0,0,0.015175789316712771,2
381,1,1,0,0.5224930887157577,0,0,0.4440992237022602,0
382,1,3,0,0.007288263382759488,0,2,0.030725752114070404,0
383,0,3,1,0.39683337521990447,0,0,0.015468569817999833,2
384,1,1,0,0.4345312892686604,1,0,0.10149724044618187,2
385,0,3,1,0.34656948982156316,0,0,0.015411575213749286,2
386,0,2,1,0.22090977632571,0,0,0.1434624456306609,2
387,0,3,1,0.007288263382759488,5,2,0.09154270340242172,2
388,1,2,0,0.4470972606182458,0,0,0.025374310111545468,2
389,0,3,1,0.34656948982156316,0,0,0.015086393670319786,1
390,1,2,0,0.20834380497612465,0,0,0.023422440102965045,0
391,1,1,1,0.4470972606182458,1,2,0.23422440102965048,2
392,1,3,1,0.2586076903744659,0,0,0.015216388212891242,2
393,0,3,1,0.34656948982156316,2,0,0.015468569817999833,2
394,1,1,0,0.2837396330736366,1,0,0.22109807522194713,0
395,1,3,0,0.2963056044232219,0,2,0.03259622914329302,2
396,0,3,1,0.2711736617240512,0,0,0.015216388212891242,2
397,0,3,0,0.38426740387031916,0,0,0.015330377421392339,2
398,0,2,1,0.5727569741140991,0,0,0.050748620223090936,2
399,0,2,1,0.2837396330736366,0,0,0.020494635090094415,2
400,1,2,0,0.34656948982156316,0,0,0.02469115560854232,2
401,1,3,1,0.4847951746670017,0,0,0.015468569817999833,2
402,0,3,1,0.32143754712239253,0,0,0.015712553569072387,2
403,0,3,0,0.2586076903744659,1,0,0.019177122834302632,2
404,0,3,1,0.34656948982156316,1,0,0.030937139635999665,2
405,0,3,0,0.24604171902488062,0,0,0.016908073949327893,2
406,0,2,1,0.4219653179190751,1,0,0.04098927018018883,2
407,0,3,1,0.6355868308620256,0,0,0.015126992566498259,2
408,1,2,1,0.032420206081930136,1,1,0.03659756266088288,2
409,0,3,1,0.2586076903744659,0,0,0.015175789316712771,2
410,0,3,0,0.34656948982156316,3,1,0.049707687947515,2
411,0,3,1,0.34656948982156316,0,0,0.015411575213749286,2
412,0,3,1,0.34656948982156316,0,0,0.013386510079847098,1
413,1,1,0,0.4093993465694898,1,0,0.17566830077223786,1
414,0,2,1,0.34656948982156316,0,0,0.0,2
415,1,3,1,0.5476250314149284,0,0,0.015468569817999833,2
416,0,3,0,0.34656948982156316,0,0,0.015712553569072387,2
417,1,2,0,0.4219653179190751,1,1,0.06343577527886367,2
418,1,2,0,0.22090977632571,0,2,0.025374310111545468,2
419,0,2,1,0.37170143252073384,0,0,0.025374310111545468,2
420,0,3,0,0.12038200552902739,0,2,0.04713766070721715,2
421,0,3,1,0.34656948982156316,0,0,0.015411575213749286,0
422,0,3,1,0.2586076903744659,0,0,0.015094396337354966,1
423,0,3,1,0.35913546117114853,0,0,0.015370976317570811,2
424,0,3,0,0.34656948982156316,1,1,0.028106928123558056,2
425,0,3,1,0.22090977632571,1,1,0.039452172548431745,2
426,0,3,1,0.34656948982156316,0,0,0.014151057562208049,2
427,1,2,0,0.34656948982156316,1,0,0.050748620223090936,2
428,1,2,0,0.2334757476752953,0,0,0.050748620223090936,2
429,0,3,1,0.34656948982156316,0,0,0.015126992566498259,1
430,1,3,1,0.39683337521990447,0,0,0.015712553569072387,2
431,1,1,1,0.34656948982156316,0,0,0.051822148727810165,2
432,1,3,0,0.34656948982156316,1,0,0.031425107138144774,2
433,1,2,0,0.5224930887157577,1,0,0.050748620223090936,2
434,0,3,1,0.20834380497612465,0,0,0.013907073811135496,2
435,0,1,1,0.6230208595124404,1,0,0.1091095334796455,2
436,1,1,0,0.17064589092736868,1,2,0.23422440102965048,2
